prem	hyp	label	annotated_label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	general_q2	subject_q2	object_q2	pairID	genre
Total electricity expenditures increase by about 15% to 30% depending on the year and the scenario (see Table 3, below, and the tables in Appendix 5.2 for more detail on the changing pattern of expenditures).	They were sad to see the costs go up 80% in a year.	contradiction	contradiction	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	132754c	government
1) Increased federal enforcement . Before Hoover's death, the FBI did not aggressively investigate the Mafia.	The FBI started aggressively investigating the Mafia after Hoover was born. 	contradiction	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	131614c	slate
In its submission, HCFA did not identify any other statute or executive order imposing procedural requirements relevant to the rule.	HCFA didn't identify any other executive order.	entailment	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	37243e	government
and uh you know it's like they they consider that but it would be the same way here you know it's like if if you had to do it you know you have a big sign i'm sorry i don't get paid you know	I don't receive payment because it's the same way here.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	94241e	telephone
It's a relatively painless experience and not very cumbersome to deal with, not bad.	It was pretty good and really simple to deal with.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	16578e	facetoface
In manual systems, attestations, verifications, and approvals are usually shown by a signature or initial of an individual on a hard copy document.	Signatures in manual systems usually show approval.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	133597e	government
I just loved Cinderella . I also saw my sisters as the wicked stepsisters sometimes , and I was Cinderella, running around waiting on them.	I was really fond of Cinderella and sometimes imagined myself to be similar to her. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	46492e	facetoface
The syllabication of headwords is not an important feature in British  the Collins English Dictionary , which offered an elaborate system in its first edition (1979), set the words solid in its second edition (1986), but I am informed that the major portion of the correspondence received at Collins Publishing concerning the dictionary concerns this change and is critical of it.	 The syllabication of headwords is the most important feature of the British the Collins Dictionary.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	64141c	verbatim
They come into a Pleasant Run program... whether it's for therapeutic help in their own homes (which nurtures whole families), through foster care families or in the familial surroundings of our residential homes.	People join the Pleasant Run program through many different channels. 	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	45933e	letters
Cop  Bud White (Crowe) and Ed Exley (Pearce) almost mix it up (59 seconds) :	Bud White has never been a cop.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	131288c	slate
Improvements in architecture, regaining intimate space and scale and all the rest, won't disguise the ugliness of advertising the local bank, Chevy dealer, and chain retailer as a backdrop for baseball.	Local advertisements are beautiful. 	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	74078c	slate
And, um, my junior year of high sch, high school, we moved into like the city, the west side of Charlotte, and I went to West Meck, and that was a, um, culture experience, \\ I guess \\.	In my junior year of high school, we moved into the city.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	60765e	facetoface
Lower-level officials improvised-for example, the FAA's Boston Center bypassed the chain of command and directly contacted NEADS after the first hijacking.	The chain of command was religiously followed and the FAA did not contact NEADS directly.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	92591c	nineeleven
Letters in support or condemnation of the QES program (though one may assume they will insist on programme ) should be addressed to Mrs Anne Shelley, Secretary, Queen's English Society, 3 Manor Crescent, Guildford GU2 6NF, England.	The letters about the QES program should be sent to Mrs. Anne Shelley.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	26403e	verbatim
You're crazed, Beresford.	You are a sane genius, Beresford.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	80974c	fiction
Named after the city gentleman and infamous burglar, it is one of the best-known pubs in the city.	The pub was named after a British Prime Minister.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	115316c	travel
uh yeah they were uh they were very good i was impressed	They were impressive to me.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	15933e	telephone
Market Street is home to the Edinburgh CityArt Gallery, showcasing the work of up-and-coming artists.	The city art gallery features ancient and famous paintings. 	contradiction	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	128535c	travel
Please include the enclosed form with your contribution.	Ensure your contribution is accompanied by the form.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	23514e	letters
After it has been installed, the DOS, as it is called (once identified, nothing in computerese is ever called by its full name  a Personal Computer becomes a PC; a Disk Operating System becomes a DOS; if it is made by a company called MicroSoft, it is called MS/DOS), performs certain functions, though rarely any that anyone but a computer specialist would want to perform.	The shortened term of PC actually means Personal Carrot	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1278c	verbatim
They are built on the site of David's Tower, once the largest and most formidable structure in the castle.	The structures are on the site of David's Tower.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	113955e	travel
The Varanasi Hindu University has an Art Museum with a superb collection of 16th-century Mughal miniatures, considered superior to the national collection in Delhi.	The Varanasi Hindu University has an art museum on its campus which may be superior objectively to the national collection in Delhi.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	103354n	travel
While this was being discussed by executives at FAA headquarters, the Command Center ordered one at 9:25.	The Command Center ordered one at 9:25 PM.	entailment	neutral	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	135018n	nineeleven
There followed the Balkan Wars, in which Turkey lost western Thrace and Macedonia, then World War I, into which Turkey entered on Germany's side.	Turkey entered the first world war fighting against Germany.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	123036c	travel
In the United States, NORAD is divided into three sectors.	There are four NORAD sectors in the United States.	contradiction	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	114136c	nineeleven
It is only from an article about CED that we learn it has  171,000 entries,  which suggests that Collins means by references what Merriam-Webster means by entries .  But CED and Cobuild certainly do not say so!	Different dictionaries may use the terms entries and references to refer to the same thing.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	128067e	verbatim
In all the following cases, the spelling, (apparent) roots, or sound of the word actively suggest a meaning different from the true one.	The real meaning of the word is separate to its roots, spelling, and sound.	entailment	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	122191e	verbatim
After being in and out of Egyptian prisons during the 1980s, Abdel Rahman found refuge in the United States.	Abdel Rahman moved to France.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	8592c	nineeleven
Lancame has begun to market a line of cosmetics called Nios??me, which lexics (opposite of dyslexics) may read as Noisame, a singularly unimaginative name for a  it ranks with product names like Anusol (regardless of its pronunciation in commercials).	A new collection of makeup by Lancame has been named Nios??me, perhaps read as Noisame by some, a name that can be rated as uncreative as the product Anusol.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	124149e	verbatim
Because he knew little about the cattle business and cared less, he never got around to branding his stock.	Even though he knew little about cattle, he made sure to brand his stock.	contradiction	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	62648c	verbatim
bound in fetters, they work continually without being allowed any rest by night or day.	They worked continuously without any rest at all. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	12484e	verbatim
The Palace of Jahangir is built around a square court with arches.	The Palace of Jahangir houses a wonderful square court, complete with arches.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	109679n	travel
Actually, my sister wrote a story on it.	My sister has never written any stories regarding that subject. 	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	42277c	facetoface
It was going to be a hot day. 	It was a very cold day.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	74243c	fiction
Let us now pass on to the names of some clothing items that Texans borrowed and then passed on to the rest of the  sombrero, mantilla, poncho, rebozo, serape , and huarache .  A number of animals and vegetables followed the same  avocado from aguacate; mesquite; sapodilla from zapote; guayule; coyote; armadillo; ocelot from ocelote; chaparral ; and javalina from jabalina .  Since cattle ranching is common to both sides of the border, it should come as no surprise that there has been an exchange of ranch-related  lariat from la reata; bronco; lasso from lazo; rodeo; chaps from chaparreras; charro; hackamore from j?┬íquima; mustang from mestengo ; and quirt from cuerda or cuarta .	The Texans took many names from Mexican items and foods. 	entailment	entailment	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	107792e	verbatim
Also, the Holy Family are said to have sheltered here on their return from Egypt.	It is thought that the Holy family took refuge here, after having returned from Egypt.	entailment	entailment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	38557e	travel
It's just one of those things that you know, you just don't think people want to hear much about these days.	People don't usually want to hear about those things much.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	6559e	facetoface
There is no tradition of clothes criticism that includes serious analysis, or even of costume criticism among theater, ballet, and opera critics, who do have an august writerly heritage.	Clothes criticism is serious. 	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	4591c	slate
I wish I could take back my whole freshman year.	I would love to be able to start afresh with my freshman year. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	61647e	facetoface
Are you ready to train before our ride? Jon asked Adrin.	Jon and Adrin had never met each other.	contradiction	contradiction	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	28078c	fiction
The analysis concluded that, because the rule relaxed the hog cholera-related restrictions imposed on the importation of live swine and prepared pork products from Sonora, Mexico, the proposed rule could have a significant economic impact on a substantial number of small entities in the United States.	The analysis stated that the rule might have a large impact on small entities in the US.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	78034e	government
well camping is one thing that i i could never get used to uh i i used to take the kids to go fishing and things like that but i never went uh never went camping	Camping is great and I ended up being very good at it and could do all the normal skills associated with camping.	contradiction	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	51071c	telephone
1. Determine if the company you or your spouse works for has a matching gift program (through the personnel office).	Inquire at the personnel office of the company that you, or your husband or wife, work for about whether or not the company runs a matching gift scheme. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	126137e	letters
The Vice Chairman joined the conference shortly before 10:00; the Secretary, shortly before 10:30.	The Secretary joined before the Vice Chairman.	contradiction	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	85488c	nineeleven
Because marginal costs are very low, a newspaper price for preprints might be as low as 5 or 6 cents per piece.	Newspaper preprints may cost as little as a nickel.	entailment	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	72870e	government
