	Unnamed: 0	prem	hyp	label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	pairID	genre	s1	s2	bag_of_words	aloxatel/bert-base-mnli	esim
6647	8966	All-inclusive packages and large resort hotels offer restaurants, sporting activities, entertainment, wide-screen sports channels in the bars, shopping, and a guaranteed suntan.	Large resort hotel restaurants are the best you can find.	neutral	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	45731n	travel	All-inclusive packages and large resort hotels offer restaurants, sporting activities, entertainment, wide-screen sports channels in the bars, shopping, and a guaranteed suntan.	Large resort hotel restaurants are the best you can find.	neutral	neutral	neutral
6648	8967	To a Western ear, the most predictable of language traits, perhaps, is the well-advertised Japanese use of r for our l .  Indeed, in my travels about Honshu during a three-month visit, I did hear  coinrocker,   see you rater,   Adurt Graphics  (dirty books),  blackwrrants  (hit-and-miss rendering of black walnuts),  Coffee Corombia  (a chain of coffee shops), and  Coconut Glove. 	The Western ear can discern the most predictable of language traits.	neutral	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	126829e	verbatim	To a Western ear, the most predictable of language traits, perhaps, is the well-advertised Japanese use of r for our l .  Indeed, in my travels about Honshu during a three-month visit, I did hear  coinrocker,   see you rater,   Adurt Graphics  (dirty books),  blackwrrants  (hit-and-miss rendering of black walnuts),  Coffee Corombia  (a chain of coffee shops), and  Coconut Glove. 	The Western ear can discern the most predictable of language traits.	entailment	entailment	entailment
6649	8968	Similarly, feminists discourage titles that identify women's (but not men's) marital status (though many users mistakenly assume Ms . a synonym for Miss ).	Feminists like to discourage basic facts	neutral	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	10360e	verbatim	Similarly, feminists discourage titles that identify women's (but not men's) marital status (though many users mistakenly assume Ms . a synonym for Miss ).	Feminists like to discourage basic facts	entailment	neutral	neutral
6650	8969	set in a type (as boldface) readily distinguishable from that of the lightface running text which defines, explains, or identifies the entry	Boldface type, on average, has 60% more weight than lightface type.	neutral	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	64899n	verbatim	set in a type (as boldface) readily distinguishable from that of the lightface running text which defines, explains, or identifies the entry	Boldface type, on average, has 60% more weight than lightface type.	neutral	neutral	neutral
6651	8970	oh thank God i've never been to Midland	Midland is a crap hole so I am glad that I have never been there. 	neutral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	726n	telephone	oh thank God i've never been to Midland	Midland is a crap hole so I am glad that I have never been there. 	contradiction	entailment	neutral
6652	8971	The Hadith, which recount Mohammed's sayings and deeds as recorded by his contemporaries, are another fundamental source.	The Hadith has a lot of Mohammed's sayings and deeds recorded.	neutral	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	33866e	nineeleven	The Hadith, which recount Mohammed's sayings and deeds as recorded by his contemporaries, are another fundamental source.	The Hadith has a lot of Mohammed's sayings and deeds recorded.	entailment	entailment	entailment
6653	8972	Explanation building is the inverse  starting with the observations, the evaluator develops a picture of what is happening and why.	Explanation building is going to be the standard approach in the future.	neutral	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	145892n	government	Explanation building is the inverse  starting with the observations, the evaluator develops a picture of what is happening and why.	Explanation building is going to be the standard approach in the future.	neutral	neutral	neutral
6654	8973	I love them all to death, but what they do, doesn't like reflect who I am--	I want to be separate from them.	neutral	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	94829n	facetoface	I love them all to death, but what they do, doesn't like reflect who I am--	I want to be separate from them.	neutral	contradiction	contradiction
6655	8974	In the hands of parents and teachers lies the awesome responsibility of conveying to the next generation the intellectual, scientific, aesthetic, and moral achievements that dierentiate our species from others.	Parents have the responsibility to convey to the next generation the scientific achievements humans have made in the past 40 years.	neutral	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	32366n	oup	In the hands of parents and teachers lies the awesome responsibility of conveying to the next generation the intellectual, scientific, aesthetic, and moral achievements that dierentiate our species from others.	Parents have the responsibility to convey to the next generation the scientific achievements humans have made in the past 40 years.	neutral	neutral	neutral
6656	8975	We didn't get to spend any time with each other and just being married, and, you know, within a year or so or a year or two it was, um, Kim being unfamiliar with, with New York City and not really liking it very much.	Kik didn't like New York City too much because of the crowds. 	neutral	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	25620n	facetoface	We didn't get to spend any time with each other and just being married, and, you know, within a year or so or a year or two it was, um, Kim being unfamiliar with, with New York City and not really liking it very much.	Kik didn't like New York City too much because of the crowds. 	contradiction	neutral	neutral
6657	8976	I didn't do a lot of reading.	I did not enjoy reading as a pastime. 	neutral	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	127676n	facetoface	I didn't do a lot of reading.	I did not enjoy reading as a pastime. 	neutral	entailment	entailment
6658	8977	But Japan was reluctant to sue for peace because the Allies were demanding unconditional surrender with no provision for maintaining the highly symbolic role of the emperor, still considered the embodiment of Japan's spirit and divine origins.	The Allies didn't care about peace.	neutral	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	44493n	travel	But Japan was reluctant to sue for peace because the Allies were demanding unconditional surrender with no provision for maintaining the highly symbolic role of the emperor, still considered the embodiment of Japan's spirit and divine origins.	The Allies didn't care about peace.	contradiction	contradiction	contradiction
6659	8978	It is based on an array of selective and equivocal findings, mustered to convince readers that parenting eects are confined to how children behave in parents' presence and do not extend beyond the home.	The findings aim to convince its readers that how children behave in front of their parents tell something about their parent's child-rearing skills. 	neutral	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	66900e	oup	It is based on an array of selective and equivocal findings, mustered to convince readers that parenting eects are confined to how children behave in parents' presence and do not extend beyond the home.	The findings aim to convince its readers that how children behave in front of their parents tell something about their parent's child-rearing skills. 	entailment	neutral	entailment
6660	8979	I do, but it gets to a point where like I feel like if I fail, it's just going to be like way too much for everybody.	I fail at lots of things, basically a failure at life.	neutral	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	85167n	facetoface	I do, but it gets to a point where like I feel like if I fail, it's just going to be like way too much for everybody.	I fail at lots of things, basically a failure at life.	neutral	neutral	entailment
6661	8980	Does parenting really matter?	Parents have little to do with how kids turn out.	neutral	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	75858n	oup	Does parenting really matter?	Parents have little to do with how kids turn out.	neutral	neutral	neutral
6662	8981	There have been so many changes to the IUPUI campus and your department that you and your fellow graduates might not recognize them.	You might still recognize the IUPUI campus. 	neutral	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	104682n	letters	There have been so many changes to the IUPUI campus and your department that you and your fellow graduates might not recognize them.	You might still recognize the IUPUI campus. 	entailment	neutral	contradiction
6663	8982	I'd noticed him more than once and I'd figured it out in my own mind that he was afraid of somebody or something.	I saw him a few times and I thought that he was hiding something and is scared to be found out.	neutral	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	105176n	fiction	I'd noticed him more than once and I'd figured it out in my own mind that he was afraid of somebody or something.	I saw him a few times and I thought that he was hiding something and is scared to be found out.	neutral	neutral	entailment
6664	8983	The third row of Exhibit 17 shows the Krewski, et al. 	Exhibit 17 has 187 rows.	neutral	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	77116n	government	The third row of Exhibit 17 shows the Krewski, et al. 	Exhibit 17 has 187 rows.	contradiction	contradiction	entailment
